Entity,Code,Year,Fossil fuels (% sub energy)
Slovenia,SVN,2019,64.312
South Africa,ZAF,1965,99.971
South Africa,ZAF,1966,99.972
South Africa,ZAF,1967,99.981
South Africa,ZAF,1968,99.983
South Africa,ZAF,1969,99.986
South Africa,ZAF,1970,99.984
South Africa,ZAF,1971,99.931
South Africa,ZAF,1972,99.506
South Africa,ZAF,1973,99.458
South Africa,ZAF,1974,99.394
South Africa,ZAF,1975,99.438
South Africa,ZAF,1976,99.097
South Africa,ZAF,1977,99.087
South Africa,ZAF,1978,99.096
South Africa,ZAF,1979,99.475
South Africa,ZAF,1980,99.573
South Africa,ZAF,1981,99.389
South Africa,ZAF,1982,99.651
South Africa,ZAF,1983,99.798
South Africa,ZAF,1984,98.608
South Africa,ZAF,1985,98.195
South Africa,ZAF,1986,96.889
South Africa,ZAF,1987,97.714
South Africa,ZAF,1988,96.357
South Africa,ZAF,1989,96.13
South Africa,ZAF,1990,97.447
South Africa,ZAF,1991,96.975
South Africa,ZAF,1992,97.283
South Africa,ZAF,1993,97.994
South Africa,ZAF,1994,97.2
South Africa,ZAF,1995,97.057
South Africa,ZAF,1996,96.791
South Africa,ZAF,1997,96.449
South Africa,ZAF,1998,96.254
South Africa,ZAF,1999,96.768
South Africa,ZAF,2000,96.576
South Africa,ZAF,2001,97.015
South Africa,ZAF,2002,96.559
South Africa,ZAF,2003,96.982
South Africa,ZAF,2004,97.093
South Africa,ZAF,2005,97.291
South Africa,ZAF,2006,97.305
South Africa,ZAF,2007,97.14
South Africa,ZAF,2008,97.328
South Africa,ZAF,2009,97.338
South Africa,ZAF,2010,97.315
South Africa,ZAF,2011,97.049
South Africa,ZAF,2012,97.376
South Africa,ZAF,2013,97.145
South Africa,ZAF,2014,96.792
South Africa,ZAF,2015,96.498
South Africa,ZAF,2016,95.777
South Africa,ZAF,2017,95.289
South Africa,ZAF,2018,95.874
South Africa,ZAF,2019,95.382
South Korea,KOR,1965,97.358
South Korea,KOR,1966,96.979
South Korea,KOR,1967,97.457
South Korea,KOR,1968,97.837
South Korea,KOR,1969,97.246
South Korea,KOR,1970,97.973
South Korea,KOR,1971,97.974
South Korea,KOR,1972,97.974
South Korea,KOR,1973,98.463
South Korea,KOR,1974,97.805
South Korea,KOR,1975,98.238
South Korea,KOR,1976,98.326
South Korea,KOR,1977,98.809
South Korea,KOR,1978,96.997
South Korea,KOR,1979,96.565
South Korea,KOR,1980,96.694
South Korea,KOR,1981,96.785
South Korea,KOR,1982,96.788
South Korea,KOR,1983,93.94
South Korea,KOR,1984,93.204
South Korea,KOR,1985,91.108
South Korea,KOR,1986,87.5
South Korea,KOR,1987,84.456
South Korea,KOR,1988,86.468
South Korea,KOR,1989,85.109
South Korea,KOR,1990,84.942
South Korea,KOR,1991,86.177
South Korea,KOR,1992,87.783
South Korea,KOR,1993,88.348
South Korea,KOR,1994,89.436
South Korea,KOR,1995,88.897
South Korea,KOR,1996,88.984
South Korea,KOR,1997,89.55
South Korea,KOR,1998,86.69
South Korea,KOR,1999,86.053
South Korea,KOR,2000,86.146
South Korea,KOR,2001,86.364
South Korea,KOR,2002,86.15
South Korea,KOR,2003,85.336
South Korea,KOR,2004,85.626
South Korea,KOR,2005,84.573
South Korea,KOR,2006,84.709
South Korea,KOR,2007,85.76
South Korea,KOR,2008,85.315
South Korea,KOR,2009,85.66
South Korea,KOR,2010,86.515
South Korea,KOR,2011,86.575
South Korea,KOR,2012,87.133
South Korea,KOR,2013,87.992
South Korea,KOR,2014,86.725
South Korea,KOR,2015,86.196
South Korea,KOR,2016,86.535
South Korea,KOR,2017,87.47
South Korea,KOR,2018,88.309
South Korea,KOR,2019,86.94
Spain,ESP,1965,83.621
Spain,ESP,1966,79.912
Spain,ESP,1967,84.555
Spain,ESP,1968,84.142
Spain,ESP,1969,81.986
Spain,ESP,1970,84.755
Spain,ESP,1971,83.424
Spain,ESP,1972,82.037
Spain,ESP,1973,85.57
Spain,ESP,1974,85.225
Spain,ESP,1975,87.197
Spain,ESP,1976,89.828
Spain,ESP,1977,84.04
Spain,ESP,1978,83.502
Spain,ESP,1979,83.043
Spain,ESP,1980,88.937
Spain,ESP,1981,90.028
Spain,ESP,1982,88.872
Spain,ESP,1983,88.309
Spain,ESP,1984,83.4
Spain,ESP,1985,81.798
Spain,ESP,1986,80.83
Spain,ESP,1987,80.153
Spain,ESP,1988,76.246
Spain,ESP,1989,80.09
Spain,ESP,1990,78.989
Spain,ESP,1991,78.899
Spain,ESP,1992,81.834
Spain,ESP,1993,79.774
Spain,ESP,1994,79.924
Spain,ESP,1995,81.702
Spain,ESP,1996,78.447
Spain,ESP,1997,80.697
Spain,ESP,1998,80.855
Spain,ESP,1999,83.324
Spain,ESP,2000,82.007
Spain,ESP,2001,80.274
Spain,ESP,2002,83.187
Spain,ESP,2003,80.917
Spain,ESP,2004,82.373
Spain,ESP,2005,84.858
Spain,ESP,2006,83.305
Spain,ESP,2007,83.584
Spain,ESP,2008,82.005
Spain,ESP,2009,79.754
Spain,ESP,2010,74.72
Spain,ESP,2011,76.414
Spain,ESP,2012,75.446
Spain,ESP,2013,71.949
Spain,ESP,2014,71.551
Spain,ESP,2015,74.208
Spain,ESP,2016,73.087
Spain,ESP,2017,76.13
Spain,ESP,2018,74.124
Spain,ESP,2019,73.927
Sri Lanka,LKA,1965,84.398
Sri Lanka,LKA,1966,83.519
Sri Lanka,LKA,1967,83.474
Sri Lanka,LKA,1968,81.731
Sri Lanka,LKA,1969,79.806
Sri Lanka,LKA,1970,85.424
Sri Lanka,LKA,1971,82.718
Sri Lanka,LKA,1972,83.595
Sri Lanka,LKA,1973,86.605
Sri Lanka,LKA,1974,78.126
Sri Lanka,LKA,1975,76.205
Sri Lanka,LKA,1976,75.522
Sri Lanka,LKA,1977,74.997
Sri Lanka,LKA,1978,75.604
Sri Lanka,LKA,1979,74.857
Sri Lanka,LKA,1980,74.785
Sri Lanka,LKA,1981,76.708
Sri Lanka,LKA,1982,78.5
Sri Lanka,LKA,1983,84.053
Sri Lanka,LKA,1984,72.396
Sri Lanka,LKA,1985,67.59
Sri Lanka,LKA,1986,65.186
Sri Lanka,LKA,1987,72.141
Sri Lanka,LKA,1988,67.768
Sri Lanka,LKA,1989,64.947
Sri Lanka,LKA,1990,63.801
Sri Lanka,LKA,1991,65.262
Sri Lanka,LKA,1992,70.372
Sri Lanka,LKA,1993,63.816
Sri Lanka,LKA,1994,64.457
Sri Lanka,LKA,1995,64.025
Sri Lanka,LKA,1996,75.09
Sri Lanka,LKA,1997,75.511
Sri Lanka,LKA,1998,74.358
Sri Lanka,LKA,1999,74.767
Sri Lanka,LKA,2000,82.06
Sri Lanka,LKA,2001,82.299
Sri Lanka,LKA,2002,85.091
Sri Lanka,LKA,2003,82.483
Sri Lanka,LKA,2004,83.882
Sri Lanka,LKA,2005,83.743
Sri Lanka,LKA,2006,80.066
Sri Lanka,LKA,2007,83.418
Sri Lanka,LKA,2008,81.52
Sri Lanka,LKA,2009,83.19
Sri Lanka,LKA,2010,77.202
Sri Lanka,LKA,2011,82.27
Sri Lanka,LKA,2012,87.091
Sri Lanka,LKA,2013,73.878
Sri Lanka,LKA,2014,80.366
Sri Lanka,LKA,2015,79.873
Sri Lanka,LKA,2016,86.18
Sri Lanka,LKA,2017,87.089
Sri Lanka,LKA,2018,81.546
Sri Lanka,LKA,2019,85.948
Sweden,SWE,1965,66.461
Sweden,SWE,1966,69.217
Sweden,SWE,1967,67.4
Sweden,SWE,1968,69.874
Sweden,SWE,1969,74.189
Sweden,SWE,1970,75.834
Sweden,SWE,1971,70.125
Sweden,SWE,1972,69.228
Sweden,SWE,1973,67.232
Sweden,SWE,1974,66.102
Sweden,SWE,1975,62.523
Sweden,SWE,1976,64.169
Sweden,SWE,1977,62.363
Sweden,SWE,1978,64.154
Sweden,SWE,1979,65.747
Sweden,SWE,1980,61.963
Sweden,SWE,1981,56.129
Sweden,SWE,1982,55.392
Sweden,SWE,1983,49.833
Sweden,SWE,1984,45.99
Sweden,SWE,1985,45.916
Sweden,SWE,1986,47.348
Sweden,SWE,1987,42.669
Sweden,SWE,1988,41.257
Sweden,SWE,1989,40.651
Sweden,SWE,1990,40.366
Sweden,SWE,1991,37.481
Sweden,SWE,1992,38.684
Sweden,SWE,1993,38.745
Sweden,SWE,1994,40.59
Sweden,SWE,1995,38.549
Sweden,SWE,1996,42.471
Sweden,SWE,1997,38.252
Sweden,SWE,1998,39.162
Sweden,SWE,1999,38.783
Sweden,SWE,2000,37.09
Sweden,SWE,2001,35.575
Sweden,SWE,2002,38.836
Sweden,SWE,2003,42.683
Sweden,SWE,2004,38.489
Sweden,SWE,2005,37.071
Sweden,SWE,2006,40.274
Sweden,SWE,2007,38.649
Sweden,SWE,2008,37.37
Sweden,SWE,2009,38.424
Sweden,SWE,2010,38.279
Sweden,SWE,2011,35.401
Sweden,SWE,2012,32.146
Sweden,SWE,2013,33.911
Sweden,SWE,2014,32.924
Sweden,SWE,2015,31.568
Sweden,SWE,2016,33.048
Sweden,SWE,2017,31.761
Sweden,SWE,2018,31.368
Sweden,SWE,2019,31.112
Switzerland,CHE,1965,62.427
Switzerland,CHE,1966,60.015
Switzerland,CHE,1967,59.373
Switzerland,CHE,1968,61.813
Switzerland,CHE,1969,64.066
Switzerland,CHE,1970,64.74
Switzerland,CHE,1971,66.126
Switzerland,CHE,1972,68.362
Switzerland,CHE,1973,66.467
Switzerland,CHE,1974,62.697
Switzerland,CHE,1975,58.744
Switzerland,CHE,1976,63.626
Switzerland,CHE,1977,58.182
Switzerland,CHE,1978,60.517
Switzerland,CHE,1979,58.68
Switzerland,CHE,1980,55.631
Switzerland,CHE,1981,52.808
Switzerland,CHE,1982,51.219
Switzerland,CHE,1983,53.454
Switzerland,CHE,1984,54.359
Switzerland,CHE,1985,51.895
Switzerland,CHE,1986,53.385
Switzerland,CHE,1987,51.165
Switzerland,CHE,1988,50.753
Switzerland,CHE,1989,52.717
Switzerland,CHE,1990,54.053
Switzerland,CHE,1991,53.899
Switzerland,CHE,1992,53.668
Switzerland,CHE,1993,51.054
Switzerland,CHE,1994,49.963
Switzerland,CHE,1995,50.002
Switzerland,CHE,1996,53.614
Switzerland,CHE,1997,52.072
Switzerland,CHE,1998,52.452
Switzerland,CHE,1999,50.055
Switzerland,CHE,2000,50.079
Switzerland,CHE,2001,49.98
Switzerland,CHE,2002,51.093
Switzerland,CHE,2003,50.979
Switzerland,CHE,2004,51.764
Switzerland,CHE,2005,55.004
Switzerland,CHE,2006,53.701
Switzerland,CHE,2007,49.886
Switzerland,CHE,2008,51.339
Switzerland,CHE,2009,51.733
Switzerland,CHE,2010,51.104
Switzerland,CHE,2011,51.279
Switzerland,CHE,2012,50.164
Switzerland,CHE,2013,51.229
Switzerland,CHE,2014,47.912
Switzerland,CHE,2015,50.088
Switzerland,CHE,2016,51.437
Switzerland,CHE,2017,52.322
Switzerland,CHE,2018,49.498
Switzerland,CHE,2019,50.524
Taiwan,TWN,1965,89.723
Taiwan,TWN,1966,90.131
Taiwan,TWN,1967,91.055
Taiwan,TWN,1968,88.559
Taiwan,TWN,1969,91.382
Taiwan,TWN,1970,92.574
Taiwan,TWN,1971,93.624
Taiwan,TWN,1972,92.977
Taiwan,TWN,1973,94.387
Taiwan,TWN,1974,91.874
Taiwan,TWN,1975,91.752
Taiwan,TWN,1976,94.496
Taiwan,TWN,1977,95.174
Taiwan,TWN,1978,92.428
Taiwan,TWN,1979,89.819
Taiwan,TWN,1980,90.148
Taiwan,TWN,1981,85.353
Taiwan,TWN,1982,83.14
Taiwan,TWN,1983,80.04
Taiwan,TWN,1984,77.15
Taiwan,TWN,1985,76.553
Taiwan,TWN,1986,79.421
Taiwan,TWN,1987,77.625
Taiwan,TWN,1988,81.351
Taiwan,TWN,1989,83.376
Taiwan,TWN,1990,81.478
Taiwan,TWN,1991,82.487
Taiwan,TWN,1992,82.85
Taiwan,TWN,1993,84.607
Taiwan,TWN,1994,84.895
Taiwan,TWN,1995,85.613
Taiwan,TWN,1996,85.378
Taiwan,TWN,1997,86.607
Taiwan,TWN,1998,86.842
Taiwan,TWN,1999,87.928
Taiwan,TWN,2000,88.193
Taiwan,TWN,2001,89.186
Taiwan,TWN,2002,89.162
Taiwan,TWN,2003,89.794
Taiwan,TWN,2004,90.15
Taiwan,TWN,2005,90.026
Taiwan,TWN,2006,90.252
Taiwan,TWN,2007,90.46
Taiwan,TWN,2008,89.929
Taiwan,TWN,2009,89.764
Taiwan,TWN,2010,90.192
Taiwan,TWN,2011,89.981
Taiwan,TWN,2012,90.049
Taiwan,TWN,2013,90.047
Taiwan,TWN,2014,90.372
Taiwan,TWN,2015,91.353
Taiwan,TWN,2016,92.024
Taiwan,TWN,2017,93.867
Taiwan,TWN,2018,93.008
Taiwan,TWN,2019,91.5
Thailand,THA,1965,92.355
Thailand,THA,1966,91.881
Thailand,THA,1967,90.829
Thailand,THA,1968,92.667
Thailand,THA,1969,94.838
Thailand,THA,1970,92.586
Thailand,THA,1971,92.328
Thailand,THA,1972,94.674
Thailand,THA,1973,94.535
Thailand,THA,1974,93.126
Thailand,THA,1975,91.378
Thailand,THA,1976,91.263
Thailand,THA,1977,92.878
Thailand,THA,1978,95.775
Thailand,THA,1979,93.799
Thailand,THA,1980,97.585
Thailand,THA,1981,94.427
Thailand,THA,1982,92.979
Thailand,THA,1983,93.941
Thailand,THA,1984,93.861
Thailand,THA,1985,94.701
Thailand,THA,1986,92.552
Thailand,THA,1987,95.234
Thailand,THA,1988,96.074
Thailand,THA,1989,94.958
Thailand,THA,1990,96.207
Thailand,THA,1991,96.837
Thailand,THA,1992,97.359
Thailand,THA,1993,97.979
Thailand,THA,1994,97.796
Thailand,THA,1995,96.959
Thailand,THA,1996,97.037
Thailand,THA,1997,97.214
Thailand,THA,1998,97.793
Thailand,THA,1999,98.524
Thailand,THA,2000,97.599
Thailand,THA,2001,97.604
Thailand,THA,2002,97.413
Thailand,THA,2003,97.533
Thailand,THA,2004,97.895
Thailand,THA,2005,97.997
Thailand,THA,2006,97.379
Thailand,THA,2007,97.316
Thailand,THA,2008,97.309
Thailand,THA,2009,97.221
Thailand,THA,2010,97.483
Thailand,THA,2011,96.878
Thailand,THA,2012,96.591
Thailand,THA,2013,96.605
Thailand,THA,2014,96.207
Thailand,THA,2015,96.281
Thailand,THA,2016,95.963
Thailand,THA,2017,95.321
Thailand,THA,2018,94.412
Thailand,THA,2019,93.815
Trinidad and Tobago,TTO,1965,100
Trinidad and Tobago,TTO,1966,100
Trinidad and Tobago,TTO,1967,100
Trinidad and Tobago,TTO,1968,100
Trinidad and Tobago,TTO,1969,100
Trinidad and Tobago,TTO,1970,100
Trinidad and Tobago,TTO,1971,99.785
Trinidad and Tobago,TTO,1972,99.844
Trinidad and Tobago,TTO,1973,99.869
Trinidad and Tobago,TTO,1974,99.883
Trinidad and Tobago,TTO,1975,99.867
Trinidad and Tobago,TTO,1976,99.902
Trinidad and Tobago,TTO,1977,99.886
Trinidad and Tobago,TTO,1978,99.857
Trinidad and Tobago,TTO,1979,99.838
Trinidad and Tobago,TTO,1980,99.849
Trinidad and Tobago,TTO,1981,99.896
Trinidad and Tobago,TTO,1982,99.916
Trinidad and Tobago,TTO,1983,99.923
Trinidad and Tobago,TTO,1984,99.937
Trinidad and Tobago,TTO,1985,99.92
Trinidad and Tobago,TTO,1986,99.882
Trinidad and Tobago,TTO,1987,99.852
Trinidad and Tobago,TTO,1988,99.882
Trinidad and Tobago,TTO,1989,99.885
Trinidad and Tobago,TTO,1990,99.876
Trinidad and Tobago,TTO,1991,99.9
Trinidad and Tobago,TTO,1992,99.887
Trinidad and Tobago,TTO,1993,99.9
Trinidad and Tobago,TTO,1994,99.892
Trinidad and Tobago,TTO,1995,99.897
Trinidad and Tobago,TTO,1996,99.953
Trinidad and Tobago,TTO,1997,99.95
Trinidad and Tobago,TTO,1998,99.951
Trinidad and Tobago,TTO,1999,99.956
Trinidad and Tobago,TTO,2000,99.953
Trinidad and Tobago,TTO,2001,99.936
Trinidad and Tobago,TTO,2002,99.947
Trinidad and Tobago,TTO,2003,99.976
Trinidad and Tobago,TTO,2004,99.96
Trinidad and Tobago,TTO,2005,99.964
Trinidad and Tobago,TTO,2006,99.964
Trinidad and Tobago,TTO,2007,99.974
Trinidad and Tobago,TTO,2008,99.972
Trinidad and Tobago,TTO,2009,99.973
Trinidad and Tobago,TTO,2010,99.996
Trinidad and Tobago,TTO,2011,99.995
Trinidad and Tobago,TTO,2012,99.995
Trinidad and Tobago,TTO,2013,99.996
Trinidad and Tobago,TTO,2014,99.995
Trinidad and Tobago,TTO,2015,99.994
Trinidad and Tobago,TTO,2016,99.993
Trinidad and Tobago,TTO,2017,99.994
Trinidad and Tobago,TTO,2018,99.994
Trinidad and Tobago,TTO,2019,99.994
Turkey,TUR,1965,93.043
Turkey,TUR,1966,93.457
Turkey,TUR,1967,93.432
Turkey,TUR,1968,92.594
Turkey,TUR,1969,92.672
Turkey,TUR,1970,93.917
Turkey,TUR,1971,95.242
Turkey,TUR,1972,94.808
Turkey,TUR,1973,96.206
Turkey,TUR,1974,95.265
Turkey,TUR,1975,92.685
Turkey,TUR,1976,90.937
Turkey,TUR,1977,91.476
Turkey,TUR,1978,91.311
Turkey,TUR,1979,89.843
Turkey,TUR,1980,89.238
Turkey,TUR,1981,88.173
Turkey,TUR,1982,87.934
Turkey,TUR,1983,90.669
Turkey,TUR,1984,89.486
Turkey,TUR,1985,91.281
Turkey,TUR,1986,92.092
Turkey,TUR,1987,89.107
Turkey,TUR,1988,84.564
Turkey,TUR,1989,90.279
Turkey,TUR,1990,88.434
Turkey,TUR,1991,88.88
Turkey,TUR,1992,87.615
Turkey,TUR,1993,85.424
Turkey,TUR,1994,86.445
Turkey,TUR,1995,85.857
Turkey,TUR,1996,85.263
Turkey,TUR,1997,86.105
Turkey,TUR,1998,85.649
Turkey,TUR,1999,87.928
Turkey,TUR,2000,89.927
Turkey,TUR,2001,91.4
Turkey,TUR,2002,89.089
Turkey,TUR,2003,89.284
Turkey,TUR,2004,87.032
Turkey,TUR,2005,89.199
Turkey,TUR,2006,89.142
Turkey,TUR,2007,91.697
Turkey,TUR,2008,92.235
Turkey,TUR,2009,91.569
Turkey,TUR,2010,88.376
Turkey,TUR,2011,88.717
Turkey,TUR,2012,88.096
Turkey,TUR,2013,87.097
Turkey,TUR,2014,90.672
Turkey,TUR,2015,86.611
Turkey,TUR,2016,86.336
Turkey,TUR,2017,87.604
Turkey,TUR,2018,85.997
Turkey,TUR,2019,81.426
Turkmenistan,TKM,1985,99.994
Turkmenistan,TKM,1986,99.995
Turkmenistan,TKM,1987,99.995
Turkmenistan,TKM,1988,99.995
Turkmenistan,TKM,1989,99.995
Turkmenistan,TKM,1990,99.995
Turkmenistan,TKM,1991,99.995
Turkmenistan,TKM,1992,99.992
Turkmenistan,TKM,1993,99.989
Turkmenistan,TKM,1994,99.991
Turkmenistan,TKM,1995,99.99
Turkmenistan,TKM,1996,99.991
Turkmenistan,TKM,1997,99.988
Turkmenistan,TKM,1998,99.989
Turkmenistan,TKM,1999,99.99
Turkmenistan,TKM,2000,99.993
Turkmenistan,TKM,2001,99.994
Turkmenistan,TKM,2002,99.993
Turkmenistan,TKM,2003,99.995
Turkmenistan,TKM,2004,99.995
Turkmenistan,TKM,2005,99.995
Turkmenistan,TKM,2006,99.995
Turkmenistan,TKM,2007,99.995
Turkmenistan,TKM,2008,99.994
Turkmenistan,TKM,2009,99.996
Turkmenistan,TKM,2010,99.997
Turkmenistan,TKM,2011,99.997
Turkmenistan,TKM,2012,99.996
Turkmenistan,TKM,2013,99.995
Turkmenistan,TKM,2014,99.994
Turkmenistan,TKM,2015,99.994
Turkmenistan,TKM,2016,99.992
Turkmenistan,TKM,2017,99.992
Turkmenistan,TKM,2018,99.993
Turkmenistan,TKM,2019,99.994
Ukraine,UKR,1985,93.593
Ukraine,UKR,1986,94.684
Ukraine,UKR,1987,94.145
Ukraine,UKR,1988,91.816
Ukraine,UKR,1989,92.191
Ukraine,UKR,1990,92.406
Ukraine,UKR,1991,91.784
Ukraine,UKR,1992,91.136
Ukraine,UKR,1993,88.935
Ukraine,UKR,1994,87.718
Ukraine,UKR,1995,87.332
Ukraine,UKR,1996,85.578
Ukraine,UKR,1997,84.532
Ukraine,UKR,1998,83.89
Ukraine,UKR,1999,84.775
Ukraine,UKR,2000,84.434
Ukraine,UKR,2001,84.399
Ukraine,UKR,2002,84.466
Ukraine,UKR,2003,84.41
Ukraine,UKR,2004,83.135
Ukraine,UKR,2005,82.918
Ukraine,UKR,2006,82.924
Ukraine,UKR,2007,82.952
Ukraine,UKR,2008,82.725
Ukraine,UKR,2009,81.09
Ukraine,UKR,2010,81.045
Ukraine,UKR,2011,82.057
Ukraine,UKR,2012,81.72
Ukraine,UKR,2013,81.377
Ukraine,UKR,2014,78.906
Ukraine,UKR,2015,75.663
Ukraine,UKR,2016,78.014
Ukraine,UKR,2017,74.832
Ukraine,UKR,2018,75.364
Ukraine,UKR,2019,75.112
United Arab Emirates,ARE,1965,100
United Arab Emirates,ARE,1966,100
United Arab Emirates,ARE,1967,100
United Arab Emirates,ARE,1968,100
United Arab Emirates,ARE,1969,100
United Arab Emirates,ARE,1970,100
United Arab Emirates,ARE,1971,100
United Arab Emirates,ARE,1972,100
United Arab Emirates,ARE,1973,100
United Arab Emirates,ARE,1974,100
United Arab Emirates,ARE,1975,100
United Arab Emirates,ARE,1976,100
United Arab Emirates,ARE,1977,100
United Arab Emirates,ARE,1978,100
United Arab Emirates,ARE,1979,100
United Arab Emirates,ARE,1980,100
United Arab Emirates,ARE,1981,100
United Arab Emirates,ARE,1982,100
United Arab Emirates,ARE,1983,100
United Arab Emirates,ARE,1984,100
United Arab Emirates,ARE,1985,100
United Arab Emirates,ARE,1986,100
United Arab Emirates,ARE,1987,100
United Arab Emirates,ARE,1988,100
United Arab Emirates,ARE,1989,100
United Arab Emirates,ARE,1990,100
United Arab Emirates,ARE,1991,100
United Arab Emirates,ARE,1992,100
United Arab Emirates,ARE,1993,100
United Arab Emirates,ARE,1994,100
United Arab Emirates,ARE,1995,100
United Arab Emirates,ARE,1996,100
United Arab Emirates,ARE,1997,100
United Arab Emirates,ARE,1998,100
United Arab Emirates,ARE,1999,100
United Arab Emirates,ARE,2000,100
United Arab Emirates,ARE,2001,100
United Arab Emirates,ARE,2002,100
United Arab Emirates,ARE,2003,100
United Arab Emirates,ARE,2004,100
United Arab Emirates,ARE,2005,100
United Arab Emirates,ARE,2006,100
United Arab Emirates,ARE,2007,100
United Arab Emirates,ARE,2008,100
United Arab Emirates,ARE,2009,99.998
United Arab Emirates,ARE,2010,99.995
United Arab Emirates,ARE,2011,99.995
United Arab Emirates,ARE,2012,99.994
United Arab Emirates,ARE,2013,99.98
United Arab Emirates,ARE,2014,99.929
United Arab Emirates,ARE,2015,99.935
United Arab Emirates,ARE,2016,99.933
United Arab Emirates,ARE,2017,99.849
United Arab Emirates,ARE,2018,99.754
United Arab Emirates,ARE,2019,99.229
United Kingdom,GBR,1965,97.63
United Kingdom,GBR,1966,97.043
United Kingdom,GBR,1967,96.637
United Kingdom,GBR,1968,96.551
United Kingdom,GBR,1969,96.397
United Kingdom,GBR,1970,96.671
United Kingdom,GBR,1971,96.567
United Kingdom,GBR,1972,96.416
United Kingdom,GBR,1973,96.681
United Kingdom,GBR,1974,95.863
United Kingdom,GBR,1975,96.021
United Kingdom,GBR,1976,95.357
United Kingdom,GBR,1977,95.074
United Kingdom,GBR,1978,95.401
United Kingdom,GBR,1979,95.467
United Kingdom,GBR,1980,95.214
United Kingdom,GBR,1981,94.908
United Kingdom,GBR,1982,94.095
United Kingdom,GBR,1983,93.395
United Kingdom,GBR,1984,92.9
United Kingdom,GBR,1985,92.428
United Kingdom,GBR,1986,92.769
United Kingdom,GBR,1987,93.259
United Kingdom,GBR,1988,92.348
United Kingdom,GBR,1989,91.442
United Kingdom,GBR,1990,92.069
United Kingdom,GBR,1991,91.765
United Kingdom,GBR,1992,90.907
United Kingdom,GBR,1993,89.717
United Kingdom,GBR,1994,89.569
United Kingdom,GBR,1995,89.563
United Kingdom,GBR,1996,89.556
United Kingdom,GBR,1997,88.844
United Kingdom,GBR,1998,88.665
United Kingdom,GBR,1999,88.964
United Kingdom,GBR,2000,90.079
United Kingdom,GBR,2001,89.772
United Kingdom,GBR,2002,89.673
United Kingdom,GBR,2003,89.835
United Kingdom,GBR,2004,90.482
United Kingdom,GBR,2005,90.182
United Kingdom,GBR,2006,90.574
United Kingdom,GBR,2007,91.38
United Kingdom,GBR,2008,91.932
United Kingdom,GBR,2009,89.309
United Kingdom,GBR,2010,90.18
United Kingdom,GBR,2011,87.962
United Kingdom,GBR,2012,87.449
United Kingdom,GBR,2013,86.08
United Kingdom,GBR,2014,84.728
United Kingdom,GBR,2015,82.249
United Kingdom,GBR,2016,81.99
United Kingdom,GBR,2017,80.45
United Kingdom,GBR,2018,79.649
United Kingdom,GBR,2019,79.158
United States,USA,1965,95.878
United States,USA,1966,96.031
United States,USA,1967,95.649
United States,USA,1968,95.775
United States,USA,1969,95.52
United States,USA,1970,95.58
United States,USA,1971,95.133
United States,USA,1972,95.014
United States,USA,1973,94.782
United States,USA,1974,93.793
United States,USA,1975,92.787
United States,USA,1976,93.078
United States,USA,1977,93.256
United States,USA,1978,92.13
United States,USA,1979,92.502
United States,USA,1980,92.317
United States,USA,1981,91.976
United States,USA,1982,90.781
United States,USA,1983,90.189
United States,USA,1984,90.266
United States,USA,1985,89.975
United States,USA,1986,89.432
United States,USA,1987,89.701
United States,USA,1988,89.541
United States,USA,1989,89.071
United States,USA,1990,88.067
United States,USA,1991,87.593
United States,USA,1992,88.071
United States,USA,1993,88.045
United States,USA,1994,88.112
United States,USA,1995,87.399
United States,USA,1996,87.408
United States,USA,1997,87.908
United States,USA,1998,87.832
United States,USA,1999,87.455
United States,USA,2000,87.879
United States,USA,2001,88.142
United States,USA,2002,87.638
United States,USA,2003,87.739
United States,USA,2004,87.759
United States,USA,2005,87.772
United States,USA,2006,87.257
United States,USA,2007,87.504
United States,USA,2008,86.725
United States,USA,2009,85.654
United States,USA,2010,85.862
United States,USA,2011,85.014
United States,USA,2012,85.087
United States,USA,2013,84.942
United States,USA,2014,84.88
United States,USA,2015,84.66
United States,USA,2016,83.836
United States,USA,2017,83.173
United States,USA,2018,83.582
United States,USA,2019,83.263
Uzbekistan,UZB,1985,96.868
Uzbekistan,UZB,1986,97.293
Uzbekistan,UZB,1987,96.11
Uzbekistan,UZB,1988,96.121
Uzbekistan,UZB,1989,97.066
Uzbekistan,UZB,1990,96.363
Uzbekistan,UZB,1991,96.742
Uzbekistan,UZB,1992,96.432
Uzbekistan,UZB,1993,96.117
Uzbekistan,UZB,1994,96.156
Uzbekistan,UZB,1995,96.612
Uzbekistan,UZB,1996,96.536
Uzbekistan,UZB,1997,96.902
Uzbekistan,UZB,1998,96.915
Uzbekistan,UZB,1999,97.301
Uzbekistan,UZB,2000,97.256
Uzbekistan,UZB,2001,97.217
Uzbekistan,UZB,2002,97.221
Uzbekistan,UZB,2003,96.563
Uzbekistan,UZB,2004,96.938
Uzbekistan,UZB,2005,96.688
Uzbekistan,UZB,2006,96.991
Uzbekistan,UZB,2007,96.89
Uzbekistan,UZB,2008,97.768
Uzbekistan,UZB,2009,96.735
Uzbekistan,UZB,2010,95.87
Uzbekistan,UZB,2011,97.264
Uzbekistan,UZB,2012,96.904
Uzbekistan,UZB,2013,96.976
Uzbekistan,UZB,2014,97.146
Uzbekistan,UZB,2015,97.099
Uzbekistan,UZB,2016,96.276
Uzbekistan,UZB,2017,95.758
