Entity,Code,Year,Coal Production - TWh,Oil Production - TWh,Gas Production - TWh
Angola,AGO,1989,,263.32646,
Angola,AGO,1990,,271.9094,
Angola,AGO,1991,,285.09782,
Angola,AGO,1992,,315.78939,
Angola,AGO,1993,,288.5403,
Angola,AGO,1994,,318.94112,
Angola,AGO,1995,,362.54199,
Angola,AGO,1996,,411.28332,
Angola,AGO,1997,,424.495,
Angola,AGO,1998,,418.68,
Angola,AGO,1999,,426.8210000000001,
Angola,AGO,2000,,428.5655,
Angola,AGO,2001,,425.0765,
Angola,AGO,2002,,518.6980000000001,
Angola,AGO,2003,,498.1446353625,
Angola,AGO,2004,,634.8000032042,
