Entity,Code,Year,Annual CO2 emissions from gas
Afghanistan,AFG,1967,260144
Afghanistan,AFG,1968,347041
Afghanistan,AFG,1970,216651
Afghanistan,AFG,1971,439680
Afghanistan,AFG,1972,300448
Afghanistan,AFG,1973,332680
Afghanistan,AFG,1974,400141
Afghanistan,AFG,1975,475500
Afghanistan,AFG,1976,300448
Afghanistan,AFG,1977,512960
Afghanistan,AFG,1978,300959
Afghanistan,AFG,1979,384720
Afghanistan,AFG,1980,187254
Afghanistan,AFG,1981,304112
Afghanistan,AFG,1982,395712
Afghanistan,AFG,1983,615552
Afghanistan,AFG,1984,931863
Afghanistan,AFG,1985,1192046
Afghanistan,AFG,1986,1201792
Afghanistan,AFG,1987,391588
Afghanistan,AFG,1988,439680
Afghanistan,AFG,1989,479984
Afghanistan,AFG,1990,403040
Afghanistan,AFG,1991,388384
Afghanistan,AFG,1992,362736
Afghanistan,AFG,1993,351744
Afghanistan,AFG,1994,338048
Afghanistan,AFG,1995,322432
Afghanistan,AFG,1996,307776
Afghanistan,AFG,1997,283078
Afghanistan,AFG,1998,264743
Afghanistan,AFG,1999,241824
Afghanistan,AFG,2000,223504
Afghanistan,AFG,2001,208848
Afghanistan,AFG,2002,545936
Afghanistan,AFG,2003,465328
Afghanistan,AFG,2004,227168
Afghanistan,AFG,2005,329760
Afghanistan,AFG,2006,329027
Afghanistan,AFG,2007,308273
Afghanistan,AFG,2008,296784
Afghanistan,AFG,2009,271136
Afghanistan,AFG,2010,271136
Afghanistan,AFG,2011,307776
Afghanistan,AFG,2012,307776
Afghanistan,AFG,2013,296784
Afghanistan,AFG,2014,271136
Afghanistan,AFG,2015,282128
Afghanistan,AFG,2016,318594
Afghanistan,AFG,2017,300448
Afghanistan,AFG,2018,297049
Afghanistan,AFG,2019,270479
Africa,,1939,109920
Africa,,1940,91600
Africa,,1941,98928
Africa,,1942,106256
Africa,,1943,117248
Africa,,1944,130941
Africa,,1945,135568
Africa,,1946,134919
Africa,,1947,135568
Africa,,1948,138599
Africa,,1949,139796
Africa,,1950,3664
Africa,,1951,3664
Africa,,1952,7328
Africa,,1953,14656
Africa,,1954,22003
Africa,,1955,21984
Africa,,1956,29297
Africa,,1957,21975
Africa,,1958,18287
Africa,,1959,34512
Africa,,1960,47267
Africa,,1961,498014
Africa,,1962,739735
Africa,,1963,718144
Africa,,1964,1450996
Africa,,1965,2122516
Africa,,1966,2359712
Africa,,1967,2318534
Africa,,1968,2364020
Africa,,1969,2890042
Africa,,1970,816456
Africa,,1971,1692644
Africa,,1972,4414162
Africa,,1973,5360477
Africa,,1974,5111146
Africa,,1975,6422434
Africa,,1976,8885064
Africa,,1977,13669397
Africa,,1978,34434261
Africa,,1979,19657064
Africa,,1980,34631886
Africa,,1981,29401289
Africa,,1982,23984877
Africa,,1983,30430677
Africa,,1984,47570147
Africa,,1985,48848145
Africa,,1986,58356935
Africa,,1987,67871910
Africa,,1988,68951955
Africa,,1989,71402786
Africa,,1990,75954398
Africa,,1991,78465955
Africa,,1992,74272817
Africa,,1993,81721836
Africa,,1994,85588378
Africa,,1995,101556505
Africa,,1996,108019272
Africa,,1997,95205179
Africa,,1998,112674630
Africa,,1999,114340082
Africa,,2000,115467296
Africa,,2001,121707057
Africa,,2002,136457891
Africa,,2003,148190509
Africa,,2004,153640048
Africa,,2005,185525607
Africa,,2006,181129704
Africa,,2007,193812485
Africa,,2008,197470822
Africa,,2009,194551842
Africa,,2010,203465516
Africa,,2011,223895122
Africa,,2012,234805799
Africa,,2013,235814803
Africa,,2014,238318860
Africa,,2015,245433618
Africa,,2016,256573402
Africa,,2017,273733813
Africa,,2018,291050233
Africa,,2019,293812751
Albania,ALB,1951,10992
Albania,ALB,1952,10885
Albania,ALB,1953,18320
Albania,ALB,1954,29312
Albania,ALB,1955,36640
Albania,ALB,1956,47632
Albania,ALB,1957,58624
Albania,ALB,1958,65952
Albania,ALB,1959,76944
Albania,ALB,1960,84272
Albania,ALB,1961,84137
Albania,ALB,1962,84272
Albania,ALB,1963,84272
Albania,ALB,1964,84272
Albania,ALB,1965,84130
Albania,ALB,1966,102740
Albania,ALB,1967,128240
Albania,ALB,1968,146560
Albania,ALB,1969,168544
Albania,ALB,1970,187047
Albania,ALB,1971,241824
Albania,ALB,1972,278464
Albania,ALB,1973,366400
Albania,ALB,1974,429050
Albania,ALB,1975,553264
Albania,ALB,1976,671009
Albania,ALB,1977,699376
Albania,ALB,1978,678223
Albania,ALB,1979,706810
Albania,ALB,1980,773104
Albania,ALB,1981,805678
Albania,ALB,1982,864704
Albania,ALB,1983,974624
Albania,ALB,1984,1044240
Albania,ALB,1985,970960
Albania,ALB,1986,1051568
Albania,ALB,1987,450894
Albania,ALB,1988,355586
Albania,ALB,1989,447008
Albania,ALB,1990,465328
Albania,ALB,1991,274800
Albania,ALB,1992,198147
Albania,ALB,1993,157303
Albania,ALB,1994,98928
Albania,ALB,1995,51296
Albania,ALB,1996,43968
Albania,ALB,1997,36640
Albania,ALB,1998,32907
Albania,ALB,1999,29348
Albania,ALB,2000,21957
Albania,ALB,2001,14656
Albania,ALB,2002,25648
Albania,ALB,2003,25648
Albania,ALB,2004,32976
Albania,ALB,2005,21965
Albania,ALB,2006,21963
Albania,ALB,2007,32944
Albania,ALB,2008,14656
Albania,ALB,2009,18320
Albania,ALB,2010,25648
Albania,ALB,2011,29312
Albania,ALB,2012,29312
Albania,ALB,2013,32976
Albania,ALB,2014,58586
Albania,ALB,2015,62288
Albania,ALB,2016,161347
Albania,ALB,2017,84272
Albania,ALB,2018,84609
Albania,ALB,2019,85935
Algeria,DZA,1939,109920
Algeria,DZA,1940,91600
Algeria,DZA,1941,98928
Algeria,DZA,1942,106256
Algeria,DZA,1943,117248
Algeria,DZA,1944,130941
Algeria,DZA,1945,135568
Algeria,DZA,1946,134919
Algeria,DZA,1947,135568
Algeria,DZA,1948,138599
Algeria,DZA,1949,139796
Algeria,DZA,1961,450400
Algeria,DZA,1962,688387
Algeria,DZA,1963,604560
Algeria,DZA,1964,1190800
Algeria,DZA,1965,1778028
Algeria,DZA,1966,1850320
Algeria,DZA,1967,1790918
Algeria,DZA,1968,1884058
Algeria,DZA,1969,2476059
Algeria,DZA,1970,135568
Algeria,DZA,1971,674176
Algeria,DZA,1972,3136384
Algeria,DZA,1973,3147376
Algeria,DZA,1974,2451216
Algeria,DZA,1975,4458578
Algeria,DZA,1976,6063352
Algeria,DZA,1977,3605376
Algeria,DZA,1978,23856304
Algeria,DZA,1979,8167056
Algeria,DZA,1980,25479456
Algeria,DZA,1981,11165090
Algeria,DZA,1982,7170448
Algeria,DZA,1983,16610069
Algeria,DZA,1984,30510128
Algeria,DZA,1985,27699840
Algeria,DZA,1986,33085920
Algeria,DZA,1987,40117136
Algeria,DZA,1988,38972266
Algeria,DZA,1989,36672976
Algeria,DZA,1990,38908016
Algeria,DZA,1991,38428032
Algeria,DZA,1992,31931760
Algeria,DZA,1993,36097728
Algeria,DZA,1994,37385865
Algeria,DZA,1995,47221632
Algeria,DZA,1996,50566864
Algeria,DZA,1997,39006944
Algeria,DZA,1998,54641232
Algeria,DZA,1999,50920234
Algeria,DZA,2000,39710432
Algeria,DZA,2001,41029472
Algeria,DZA,2002,44653168
Algeria,DZA,2003,44026624
Algeria,DZA,2004,41209008
Algeria,DZA,2005,61210784
Algeria,DZA,2006,49306448
Algeria,DZA,2007,51076160
Algeria,DZA,2008,51550552
Algeria,DZA,2009,54894048
Algeria,DZA,2010,53367824
Algeria,DZA,2011,56720644
Algeria,DZA,2012,64114502
Algeria,DZA,2013,65450032
Algeria,DZA,2014,73833264
Algeria,DZA,2015,78768672
Algeria,DZA,2016,78677072
Algeria,DZA,2017,82352064
Algeria,DZA,2018,90587270
Algeria,DZA,2019,94403586
Angola,AGO,1970,84186
Angola,AGO,1971,84181
Angola,AGO,1972,109831
Angola,AGO,1973,124576
Angola,AGO,1974,131805
Angola,AGO,1975,124576
Angola,AGO,1976,109920
Angola,AGO,1977,135568
Angola,AGO,1978,135568
Angola,AGO,1979,135568
Angola,AGO,1980,146661
Angola,AGO,1981,172208
Angola,AGO,1982,172072
Angola,AGO,1983,197856
Angola,AGO,1984,220001
Angola,AGO,1985,219840
Angola,AGO,1986,245488
Angola,AGO,1987,296784
Angola,AGO,1988,300448
Angola,AGO,1989,319002
Angola,AGO,1990,1010539
Angola,AGO,1991,1083762
Angola,AGO,1992,1066224
Angola,AGO,1993,1047904
Angola,AGO,1994,970960
Angola,AGO,1995,1047904
Angola,AGO,1996,1047904
Angola,AGO,1997,1066224
Angola,AGO,1998,1084544
Angola,AGO,1999,1047904
Angola,AGO,2000,1084544
Angola,AGO,2001,989280
Angola,AGO,2002,1157824
Angola,AGO,2003,1216448
Angola,AGO,2004,1439952
Angola,AGO,2005,1249424
Angola,AGO,2006,1304384
Angola,AGO,2007,1593840
Angola,AGO,2008,1271408
Angola,AGO,2009,1289728
Angola,AGO,2010,1370336
Angola,AGO,2011,1403312
Angola,AGO,2012,1421632
Angola,AGO,2013,765776
Angola,AGO,2014,578864
Angola,AGO,2015,1439952
Angola,AGO,2016,1494912
Angola,AGO,2017,1571856
Angola,AGO,2018,1529132
Angola,AGO,2019,1384265
Argentina,ARG,1914,3666
Argentina,ARG,1915,10998
Argentina,ARG,1916,14667
Argentina,ARG,1917,25648
Argentina,ARG,1918,29312
Argentina,ARG,1919,29312
Argentina,ARG,1920,36640
Argentina,ARG,1921,47632
Argentina,ARG,1922,62257
Argentina,ARG,1923,76977
Argentina,ARG,1924,128240
Argentina,ARG,1925,164880
Argentina,ARG,1926,293215
Argentina,ARG,1927,260215
Argentina,ARG,1928,296784
Argentina,ARG,1929,458000
Argentina,ARG,1930,454336
Argentina,ARG,1931,564256
Argentina,ARG,1932,769440
Argentina,ARG,1933,1033534
Argentina,ARG,1934,1249424
Argentina,ARG,1935,1055508
Argentina,ARG,1936,912336
Argentina,ARG,1937,864514
Argentina,ARG,1938,839244
Argentina,ARG,1939,886688
Argentina,ARG,1940,916212
Argentina,ARG,1941,1014928
Argentina,ARG,1942,1154474
Argentina,ARG,1943,1157523
Argentina,ARG,1944,1132176
Argentina,ARG,1945,1040576
Argentina,ARG,1946,967296
Argentina,ARG,1947,996860
Argentina,ARG,1948,765776
Argentina,ARG,1949,1135840
Argentina,ARG,1951,1417968
Argentina,ARG,1952,1535216
Argentina,ARG,1953,1194464
Argentina,ARG,1954,1208999
Argentina,ARG,1955,1227440
Argentina,ARG,1956,1304384
Argentina,ARG,1957,1458272
Argentina,ARG,1958,1480256
Argentina,ARG,1959,1472928
Argentina,ARG,1960,2363280
Argentina,ARG,1961,4030400
Argentina,ARG,1962,5107616
Argentina,ARG,1963,5829424
Argentina,ARG,1964,6466534
Argentina,ARG,1965,7247392
Argentina,ARG,1966,7848288
Argentina,ARG,1967,8208278
Argentina,ARG,1968,9141680
Argentina,ARG,1969,9105040
Argentina,ARG,1970,10281184
Argentina,ARG,1971,11021312
Argentina,ARG,1972,12468592
Argentina,ARG,1973,14187008
Argentina,ARG,1974,14923472
Argentina,ARG,1975,15722224
Argentina,ARG,1976,16466621
Argentina,ARG,1977,16905081
Argentina,ARG,1978,16425712
Argentina,ARG,1979,18015888
Argentina,ARG,1980,19565760
Argentina,ARG,1981,20485424
Argentina,ARG,1982,23248904
Argentina,ARG,1983,26263552
Argentina,ARG,1984,27301404
Argentina,ARG,1985,28808982
Argentina,ARG,1986,30964464
Argentina,ARG,1987,36698624
Argentina,ARG,1988,42232539
Argentina,ARG,1989,44609200
Argentina,ARG,1990,43213216
Argentina,ARG,1991,47283920
Argentina,ARG,1992,48302512
Argentina,ARG,1993,40808519
Argentina,ARG,1994,42676987
Argentina,ARG,1995,53195483
Argentina,ARG,1996,57541551
Argentina,ARG,1997,61503904
Argentina,ARG,1998,61613824
Argentina,ARG,1999,67620808
Argentina,ARG,2000,69438256
Argentina,ARG,2001,64808832
Argentina,ARG,2002,62619608
Argentina,ARG,2003,69070064
Argentina,ARG,2004,82910717
Argentina,ARG,2005,81967344
Argentina,ARG,2006,83868960
Argentina,ARG,2007,87177552
Argentina,ARG,2008,90119744
Argentina,ARG,2009,87994624
Argentina,ARG,2010,86928400
Argentina,ARG,2011,92587402
Argentina,ARG,2012,95381248
Argentina,ARG,2013,91338094
Argentina,ARG,2014,92843900
Argentina,ARG,2015,93534592
Argentina,ARG,2016,96300912
Argentina,ARG,2017,96441923
Argentina,ARG,2018,97250923
Argentina,ARG,2019,94827560
Armenia,ARM,1921,377
Armenia,ARM,1922,342
Armenia,ARM,1923,236
Armenia,ARM,1924,2175
Armenia,ARM,1925,3454
Armenia,ARM,1926,4748
Armenia,ARM,1927,5082
Armenia,ARM,1928,6062
Armenia,ARM,1929,6838
Armenia,ARM,1930,6815
Armenia,ARM,1931,11147
Armenia,ARM,1932,15417
Armenia,ARM,1933,19638
Armenia,ARM,1934,26572
Armenia,ARM,1935,32905
Armenia,ARM,1936,42453
Armenia,ARM,1937,44380
Armenia,ARM,1938,44684
Armenia,ARM,1939,44874
Armenia,ARM,1940,72661
Armenia,ARM,1945,83788
Armenia,ARM,1946,94456
Armenia,ARM,1947,114833
Armenia,ARM,1948,123058
Armenia,ARM,1949,125602
Armenia,ARM,1950,164453
Armenia,ARM,1951,178348
Armenia,ARM,1952,176040
Armenia,ARM,1953,183789
Armenia,ARM,1954,198509
Armenia,ARM,1955,232910
Armenia,ARM,1956,299802
Armenia,ARM,1957,448753
Armenia,ARM,1958,631363
Armenia,ARM,1959,769701
Armenia,ARM,1960,928172
Armenia,ARM,1961,1134063
Armenia,ARM,1962,1322233
Armenia,ARM,1963,1566499
Armenia,ARM,1964,1852512
Armenia,ARM,1965,2101325
Armenia,ARM,1966,2289084
Armenia,ARM,1967,2421526
Armenia,ARM,1968,2540489
Armenia,ARM,1969,2658490
Armenia,ARM,1970,2470118
Armenia,ARM,1971,2738349
Armenia,ARM,1972,2826610
Armenia,ARM,1973,2921368
Armenia,ARM,1974,3022381
Armenia,ARM,1975,3262284
Armenia,ARM,1976,3577922
Armenia,ARM,1977,3804899
Armenia,ARM,1978,3892118
Armenia,ARM,1979,4120656
Armenia,ARM,1980,4339332
Armenia,ARM,1981,4477688
Armenia,ARM,1982,4741090
Armenia,ARM,1983,5063715
Armenia,ARM,1984,5484212
Armenia,ARM,1985,6222947
Armenia,ARM,1986,6080952
Armenia,ARM,1987,7157565
Armenia,ARM,1988,7650921
Armenia,ARM,1989,7580504
Armenia,ARM,1990,7429580
Armenia,ARM,1991,7406604
Armenia,ARM,1992,3477136
Armenia,ARM,1993,1508080
Armenia,ARM,1994,1615824
Armenia,ARM,1995,2616096
Armenia,ARM,1996,2040848
Armenia,ARM,1997,2678384
Armenia,ARM,1998,2788907
Armenia,ARM,1999,2275344
Armenia,ARM,2000,2564800
Armenia,ARM,2001,2612432
Armenia,ARM,2002,2001776
Armenia,ARM,2003,2227712
Armenia,ARM,2004,2473200
Armenia,ARM,2005,3063104
Armenia,ARM,2006,3140048
Armenia,ARM,2007,3762022
Armenia,ARM,2008,4122000
Armenia,ARM,2009,3169360
Armenia,ARM,2010,2953184
Armenia,ARM,2011,3755600
Armenia,ARM,2012,4565344
Armenia,ARM,2013,4418784
Armenia,ARM,2014,4458396
Armenia,ARM,2015,4026736
Armenia,ARM,2016,4195280
Armenia,ARM,2017,4459088
Armenia,ARM,2018,5177173
Armenia,ARM,2019,4864757
Asia,,1916,29312
Asia,,1917,43970
Asia,,1918,47632
Asia,,1919,51296
Asia,,1920,69616
Asia,,1921,211984
Asia,,1922,218396
Asia,,1923,387564
Asia,,1924,516725
Asia,,1925,790630
Asia,,1926,718079
Asia,,1927,715124
Asia,,1928,914618
Asia,,1929,1158171
Asia,,1930,1068260
Asia,,1931,1704554
Asia,,1932,1816126
Asia,,1933,2239919
Asia,,1934,2560302
Asia,,1935,2687199
Asia,,1936,2848371
Asia,,1937,3121067
Asia,,1938,3277140
Asia,,1939,3551909
Asia,,1940,4324901
Asia,,1941,318839
Asia,,1942,260234
Asia,,1943,179482
Asia,,1944,194190
Asia,,1945,2106813
Asia,,1946,2409042
Asia,,1947,2905167
Asia,,1948,3802188
Asia,,1949,5426692
Asia,,1950,5657108
Asia,,1951,6292119
Asia,,1952,6849145
Asia,,1953,7674711
Asia,,1954,8529391
Asia,,1955,11395922
Asia,,1956,14038838
Asia,,1957,18557088
Asia,,1958,23117182
Asia,,1959,27881105
Asia,,1960,36634616
Asia,,1961,43342127
Asia,,1962,49472546
Asia,,1963,57304752
Asia,,1964,66370670
Asia,,1965,74092796
Asia,,1966,81643718
Asia,,1967,88289435
Asia,,1968,97030900
Asia,,1969,110261534
Asia,,1970,112514463
Asia,,1971,120883470
Asia,,1972,129273634
Asia,,1973,144991969
Asia,,1974,162007190
Asia,,1975,177920986
Asia,,1976,193450834
Asia,,1977,206896379
Asia,,1978,226419230
Asia,,1979,257644418
Asia,,1980,293848375
Asia,,1981,316122061
Asia,,1982,301019944
Asia,,1983,308605217
Asia,,1984,393263342
Asia,,1985,436076712
Asia,,1986,463285343
Asia,,1987,506050582
Asia,,1988,543798184
Asia,,1989,579094033
Asia,,1990,665430476
Asia,,1991,716779115
Asia,,1992,745987929
Asia,,1993,804463621
Asia,,1994,855005824
Asia,,1995,863262322
Asia,,1996,905360662
Asia,,1997,956950596
Asia,,1998,957270447
Asia,,1999,1038628864
Asia,,2000,1072478646
Asia,,2001,1112896449
Asia,,2002,1183140269
Asia,,2003,1271631197
Asia,,2004,1367309529
Asia,,2005,1452308532
Asia,,2006,1573865488
Asia,,2007,1658499394
Asia,,2008,1771955209
Asia,,2009,1841877766
Asia,,2010,2019256982
Asia,,2011,2197038902
Asia,,2012,2270467778
Asia,,2013,2300386977
Asia,,2014,2420176064
Asia,,2015,2545203803
Asia,,2016,2636019281
Asia,,2017,2755102251
Asia,,2018,2905769804
Asia,,2019,2970123785
Asia (excl. China & India),,1916,29312
Asia (excl. China & India),,1917,43970
Asia (excl. China & India),,1918,47632
Asia (excl. China & India),,1919,51296
Asia (excl. China & India),,1920,69616
Asia (excl. China & India),,1921,211984
Asia (excl. China & India),,1922,218396
Asia (excl. China & India),,1923,387564
Asia (excl. China & India),,1924,516725
Asia (excl. China & India),,1925,790630
Asia (excl. China & India),,1926,718079
Asia (excl. China & India),,1927,715124
Asia (excl. China & India),,1928,914618
Asia (excl. China & India),,1929,1158171
Asia (excl. China & India),,1930,1068260
Asia (excl. China & India),,1931,1704554
Asia (excl. China & India),,1932,1816126
Asia (excl. China & India),,1933,2239919
Asia (excl. China & India),,1934,2560302
Asia (excl. China & India),,1935,2687199
Asia (excl. China & India),,1936,2848371
Asia (excl. China & India),,1937,3121067
Asia (excl. China & India),,1938,3277140
Asia (excl. China & India),,1939,3551909
Asia (excl. China & India),,1940,4324901
Asia (excl. China & India),,1941,318839
Asia (excl. China & India),,1942,260234
Asia (excl. China & India),,1943,179482
Asia (excl. China & India),,1944,194190
Asia (excl. China & India),,1945,2106813
Asia (excl. China & India),,1946,2409042
Asia (excl. China & India),,1947,2905167
Asia (excl. China & India),,1948,3802188
Asia (excl. China & India),,1949,5426692
Asia (excl. China & India),,1950,5642452
Asia (excl. China & India),,1951,6284791
Asia (excl. China & India),,1952,6834489
Asia (excl. China & India),,1953,7652728
Asia (excl. China & India),,1954,8500080
Asia (excl. China & India),,1955,11362946
Asia (excl. China & India),,1956,13991206
Asia (excl. China & India),,1957,18425182
Asia (excl. China & India),,1958,22904670
Asia (excl. China & India),,1959,27324177
Asia (excl. China & India),,1960,34641400
Asia (excl. China & India),,1961,40520847
Asia (excl. China & India),,1962,47138578
Asia (excl. China & India),,1963,55337168
Asia (excl. China & India),,1964,64318812
Asia (excl. China & India),,1965,71700198
Asia (excl. China & India),,1966,78763832
Asia (excl. China & India),,1967,85002827
Asia (excl. China & India),,1968,93594068
Asia (excl. China & India),,1969,105505643
Asia (excl. China & India),,1970,106087807
Asia (excl. China & India),,1971,112624863
Asia (excl. China & India),,1972,118787209
Asia (excl. China & India),,1973,132354876
Asia (excl. China & India),,1974,146208022
Asia (excl. China & India),,1975,159216241
Asia (excl. China & India),,1976,171789207
Asia (excl. China & India),,1977,181178763
Asia (excl. China & India),,1978,197393022
Asia (excl. China & India),,1979,226837574
Asia (excl. China & India),,1980,264041735
Asia (excl. China & India),,1981,288850847
Asia (excl. China & India),,1982,273759784
Asia (excl. China & India),,1983,279923425
Asia (excl. China & India),,1984,362866856
Asia (excl. China & India),,1985,404057078
Asia (excl. China & India),,1986,426623312
Asia (excl. China & India),,1987,466673670
Asia (excl. China & India),,1988,501281128
Asia (excl. China & India),,1989,531755226
Asia (excl. China & India),,1990,615032281
Asia (excl. China & India),,1991,662438331
Asia (excl. China & India),,1992,688492483
Asia (excl. China & India),,1993,741739605
Asia (excl. China & India),,1994,784437375
Asia (excl. China & India),,1995,781775139
Asia (excl. China & India),,1996,821143788
Asia (excl. China & India),,1997,866768564
Asia (excl. China & India),,1998,859174175
Asia (excl. China & India),,1999,941741774
Asia (excl. China & India),,2000,968809496
Asia (excl. China & India),,2001,1002169988
Asia (excl. China & India),,2002,1082013869
Asia (excl. China & India),,2003,1160897789
Asia (excl. China & India),,2004,1246203496
Asia (excl. China & India),,2005,1316912740
Asia (excl. China & India),,2006,1420669984
Asia (excl. China & India),,2007,1476288674
Asia (excl. China & India),,2008,1559234209
Asia (excl. China & India),,2009,1564789319
Asia (excl. China & India),,2010,1685427334
Asia (excl. China & India),,2011,1814684695
Asia (excl. China & India),,2012,1867263684
Asia (excl. China & India),,2013,1869570286
Asia (excl. China & India),,2014,1957117776
Asia (excl. China & India),,2015,2071683879
Asia (excl. China & India),,2016,2119635278
Asia (excl. China & India),,2017,2171728120
Asia (excl. China & India),,2018,2232908213
Asia (excl. China & India),,2019,2247770572
Australia,AUS,1962,3664
Australia,AUS,1963,7328
Australia,AUS,1964,7328
Australia,AUS,1965,7328
Australia,AUS,1966,7328
Australia,AUS,1967,7328
Australia,AUS,1968,10992
Australia,AUS,1969,487312
Australia,AUS,1970,2755260
Australia,AUS,1971,4100016
Australia,AUS,1972,5844216
Australia,AUS,1973,6485280
Australia,AUS,1974,7709056
Australia,AUS,1975,8368576
Australia,AUS,1976,9258928
Australia,AUS,1977,11050840
Australia,AUS,1978,13802288
Australia,AUS,1979,15286208
Australia,AUS,1980,17671178
Australia,AUS,1981,20360848
Australia,AUS,1982,22529936
Australia,AUS,1983,22790080
Australia,AUS,1984,24050496
Australia,AUS,1985,30147392
Australia,AUS,1986,28091888
Australia,AUS,1987,28971663
Australia,AUS,1988,29685728
Australia,AUS,1989,30345248
Australia,AUS,1990,34455844
Australia,AUS,1991,32786243
Australia,AUS,1992,33970472
Australia,AUS,1993,35670002
Australia,AUS,1994,37032005
Australia,AUS,1995,39830983
Australia,AUS,1996,39765246
Australia,AUS,1997,41074314
Australia,AUS,1998,43501576
Australia,AUS,1999,45577148
Australia,AUS,2000,46636325
Australia,AUS,2001,49367166
Australia,AUS,2002,50721186
Australia,AUS,2003,49701209
Australia,AUS,2004,52530644
Australia,AUS,2005,54476588
Australia,AUS,2006,55810784
Australia,AUS,2007,61048701
Australia,AUS,2008,61786863
Australia,AUS,2009,63112722
Australia,AUS,2010,64262465
Australia,AUS,2011,66480102
Australia,AUS,2012,67705396
Australia,AUS,2013,69361359
Australia,AUS,2014,71566593
Australia,AUS,2015,71803759
Australia,AUS,2016,74803626
Australia,AUS,2017,76436251
Australia,AUS,2018,79429964
Australia,AUS,2019,81216230
Austria,AUT,1932,25648
Austria,AUT,1945,80543
Austria,AUT,1946,80631
Austria,AUT,1947,95264
Austria,AUT,1948,425088
Austria,AUT,1949,95277
Austria,AUT,1950,926992
Austria,AUT,1951,952790
Austria,AUT,1952,963632
Austria,AUT,1953,1095536
Austria,AUT,1954,1231104
Austria,AUT,1955,1509568
Austria,AUT,1956,1465790
Austria,AUT,1957,1498576
Austria,AUT,1958,1623152
Austria,AUT,1959,2231376
Austria,AUT,1960,2920208
Austria,AUT,1961,3088752
Austria,AUT,1962,3239326
Austria,AUT,1963,3378208
Austria,AUT,1964,3521436
Austria,AUT,1965,3422176
Austria,AUT,1966,3671671
Austria,AUT,1967,3517440
Austria,AUT,1968,3744932
Austria,AUT,1969,4671983
Austria,AUT,1970,5672282
Austria,AUT,1971,6558099
Austria,AUT,1972,7082512
Austria,AUT,1973,7621120
Austria,AUT,1974,8273312
Austria,AUT,1975,8108432
Austria,AUT,1976,9263173
Austria,AUT,1977,9416480
Austria,AUT,1978,9801825
Austria,AUT,1979,9760896
Austria,AUT,1980,9283925
Austria,AUT,1981,8819248
Austria,AUT,1982,8544448
Austria,AUT,1983,8683680
Austria,AUT,1984,9719939
Austria,AUT,1985,10402096
Austria,AUT,1986,9247936
Austria,AUT,1987,9632656
Austria,AUT,1988,9229616
Austria,AUT,1989,10049671
Austria,AUT,1990,11831055
Austria,AUT,1991,12495537
Austria,AUT,1992,12511187
Austria,AUT,1993,13012246
Austria,AUT,1994,13637584
Austria,AUT,1995,14909459
Austria,AUT,1996,15857046
Austria,AUT,1997,15288858
Austria,AUT,1998,15705772
Austria,AUT,1999,16015921
Austria,AUT,2000,15246468
Austria,AUT,2001,16146391
Austria,AUT,2002,16060251
Austria,AUT,2003,17275756
Austria,AUT,2004,17671933
Austria,AUT,2005,18690440
Austria,AUT,2006,17487058
Austria,AUT,2007,16485844
Austria,AUT,2008,17426928
Austria,AUT,2009,17027071
Austria,AUT,2010,18770734
Austria,AUT,2011,17722615
Austria,AUT,2012,16937699
Austria,AUT,2013,16324463
Austria,AUT,2014,14888822
Austria,AUT,2015,15878746
Austria,AUT,2016,16446046
Austria,AUT,2017,17966461
Austria,AUT,2018,17085595
Austria,AUT,2019,17505554
Azerbaijan,AZE,1921,2210
Azerbaijan,AZE,1922,2002
Azerbaijan,AZE,1923,1382
Azerbaijan,AZE,1924,12941
Azerbaijan,AZE,1925,20155
Azerbaijan,AZE,1926,28779
Azerbaijan,AZE,1927,31072
Azerbaijan,AZE,1928,37963
Azerbaijan,AZE,1929,41610
Azerbaijan,AZE,1930,39342
Azerbaijan,AZE,1931,64071
Azerbaijan,AZE,1932,91118
Azerbaijan,AZE,1933,118131
Azerbaijan,AZE,1934,161572
Azerbaijan,AZE,1935,202663
Azerbaijan,AZE,1936,263552
Azerbaijan,AZE,1937,274044
Azerbaijan,AZE,1938,276014
Azerbaijan,AZE,1939,277603
Azerbaijan,AZE,1940,461056
Azerbaijan,AZE,1945,548907
Azerbaijan,AZE,1946,614907
Azerbaijan,AZE,1947,745162
Azerbaijan,AZE,1948,788912
Azerbaijan,AZE,1949,805216
Azerbaijan,AZE,1950,1043682
Azerbaijan,AZE,1951,1132684
Azerbaijan,AZE,1952,1109745
Azerbaijan,AZE,1953,1148013
Azerbaijan,AZE,1954,1235883
Azerbaijan,AZE,1955,1437974
Azerbaijan,AZE,1956,1810111
Azerbaijan,AZE,1957,2627427
Azerbaijan,AZE,1958,3564316
Azerbaijan,AZE,1959,4239894
Azerbaijan,AZE,1960,4972607
Azerbaijan,AZE,1961,5878103
Azerbaijan,AZE,1962,6674034
Azerbaijan,AZE,1963,7747942
Azerbaijan,AZE,1964,8969457
Azerbaijan,AZE,1965,10027617
Azerbaijan,AZE,1966,10834299
Azerbaijan,AZE,1967,11377016
Azerbaijan,AZE,1968,11835754
Azerbaijan,AZE,1969,12335023
Azerbaijan,AZE,1970,11706798
Azerbaijan,AZE,1971,12849698
Azerbaijan,AZE,1972,13270484
Azerbaijan,AZE,1973,13691693
Azerbaijan,AZE,1974,14126906
Azerbaijan,AZE,1975,15161811
Azerbaijan,AZE,1976,16472532
Azerbaijan,AZE,1977,17414138
